id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
40110019	骑士武器强化19	110	4	19	10110019		[{0,100}]	1019	[14,15]
40110020	骑士武器强化20	110	4	20	10110020		[{0,100}]	1020	[14,16]
40110021	骑士武器强化21	110	4	21	10110021		[{0,100}]	1021	[14,16]
40110022	骑士武器强化22	110	4	22	10110022		[{0,100}]	1022	[14,16]
40110023	骑士武器强化23	110	4	23	10110023		[{0,100}]	1023	[14,16]
40110024	骑士武器强化24	110	4	24	10110024		[{0,100}]	1024	[14,16]
40110025	骑士武器强化25	110	4	25	10110025		[{0,100}]	1025	[14,16]
40110026	骑士武器强化26	110	4	26	10110026		[{0,100}]	1026	[14,16]
40110027	骑士武器强化27	110	4	27	10110027		[{0,100}]	1027	[14,16]
40110028	骑士武器强化28	110	4	28	10110028		[{0,100}]	1028	[14,16]
40110029	骑士武器强化29	110	4	29	10110029		[{0,100}]	1029	[14,16]
40110030	骑士武器强化30	110	4	30	10110030		[{0,100}]	1030	[14,17]
40110031	骑士武器强化31	110	4	31	10110031		[{0,100}]	1031	[14,17]
40110032	骑士武器强化32	110	4	32	10110032		[{0,100}]	1032	[14,17]
40110033	骑士武器强化33	110	4	33	10110033		[{0,100}]	1033	[14,17]
40110034	骑士武器强化34	110	4	34	10110034		[{0,100}]	1034	[14,17]
40110035	骑士武器强化35	110	4	35	10110035		[{0,100}]	1035	[14,17]
40110036	骑士武器强化36	110	4	36	10110036		[{0,100}]	1036	[14,17]
40110037	骑士武器强化37	110	4	37	10110037		[{0,100}]	1037	[14,17]
40110038	骑士武器强化38	110	4	38	10110038		[{0,100}]	1038	[14,17]
40110039	骑士武器强化39	110	4	39	10110039		[{0,100}]	1039	[14,17]
40110040	骑士武器强化40	110	4	40	10110040		[{0,100}]	1040	[14,18]
40110041	骑士武器强化41	110	4	41	10110041		[{0,100}]	1041	[14,18]
40110042	骑士武器强化42	110	4	42	10110042		[{0,100}]	1042	[14,18]
40110043	骑士武器强化43	110	4	43	10110043		[{0,100}]	1043	[14,18]
40110044	骑士武器强化44	110	4	44	10110044		[{0,100}]	1044	[14,18]
40110045	骑士武器强化45	110	4	45	10110045		[{0,100}]	1045	[14,18]
40110046	骑士武器强化46	110	4	46	10110046		[{0,100}]	1046	[14,18]
40110047	骑士武器强化47	110	4	47	10110047		[{0,100}]	1047	[14,18]
40110048	骑士武器强化48	110	4	48	10110048		[{0,100}]	1048	[14,18]
40110049	骑士武器强化49	110	4	49	10110049		[{0,100}]	1049	[14,18]
40110050	骑士武器强化50	110	4	50	10110050		[{0,100}]	1050	[14,19]
40110051	骑士武器强化51	110	4	51	10110051		[{0,100}]	1051	[14,19]
40110052	骑士武器强化52	110	4	52	10110052		[{0,100}]	1052	[14,19]
40110053	骑士武器强化53	110	4	53	10110053		[{0,100}]	1053	[14,19]
40110054	骑士武器强化54	110	4	54	10110054		[{0,100}]	1054	[14,19]
40110055	骑士武器强化55	110	4	55	10110055		[{0,100}]	1055	[14,19]
40110056	骑士武器强化56	110	4	56	10110056		[{0,100}]	1056	[14,19]
40110057	骑士武器强化57	110	4	57	10110057		[{0,100}]	1057	[14,19]
40110058	骑士武器强化58	110	4	58	10110058		[{0,100}]	1058	[14,19]
40110059	骑士武器强化59	110	4	59	10110059		[{0,100}]	1059	[14,19]
40110060	骑士武器强化60	110	4	60	10110060		[{0,100}]	1060	[14,19]
40110061	骑士武器强化61	110	4	61	10110061		[{0,100}]	1061	[14,19]
40110062	骑士武器强化62	110	4	62	10110062		[{0,100}]	1062	[14,19]
40110063	骑士武器强化63	110	4	63	10110063		[{0,100}]	1063	[14,19]
40110064	骑士武器强化64	110	4	64	10110064		[{0,100}]	1064	[14,19]
40110065	骑士武器强化65	110	4	65	10110065		[{0,100}]	1065	[14,19]
40110066	骑士武器强化66	110	4	66	10110066		[{0,100}]	1066	[14,19]
40110067	骑士武器强化67	110	4	67	10110067		[{0,100}]	1067	[14,19]
40110068	骑士武器强化68	110	4	68	10110068		[{0,100}]	1068	[14,19]
40110069	骑士武器强化69	110	4	69	10110069		[{0,100}]	1069	[14,19]
40110070	骑士武器强化70	110	4	70	10110070		[{0,100}]	1070	[14,19]
40110071	骑士武器强化71	110	4	71	10110071		[{0,100}]	1071	[14,19]
40110072	骑士武器强化72	110	4	72	10110072		[{0,100}]	1072	[14,19]
40110073	骑士武器强化73	110	4	73	10110073		[{0,100}]	1073	[14,19]
40110074	骑士武器强化74	110	4	74	10110074		[{0,100}]	1074	[14,19]
40110075	骑士武器强化75	110	4	75	10110075		[{0,100}]	1075	[14,19]
40110076	骑士武器强化76	110	4	76	10110076		[{0,100}]	1076	[14,19]
40110077	骑士武器强化77	110	4	77	10110077		[{0,100}]	1077	[14,19]
40110078	骑士武器强化78	110	4	78	10110078		[{0,100}]	1078	[14,19]
40110079	骑士武器强化79	110	4	79	10110079		[{0,100}]	1079	[14,19]
40110080	骑士武器强化80	110	4	80	10110080		[{0,100}]	1080	[14,19]
40110081	骑士武器强化81	110	4	81	10110081		[{0,100}]	1081	[14,19]
40110082	骑士武器强化82	110	4	82	10110082		[{0,100}]	1082	[14,19]
40110083	骑士武器强化83	110	4	83	10110083		[{0,100}]	1083	[14,19]
40110084	骑士武器强化84	110	4	84	10110084		[{0,100}]	1084	[14,19]
40110085	骑士武器强化85	110	4	85	10110085		[{0,100}]	1085	[14,19]
40110086	骑士武器强化86	110	4	86	10110086		[{0,100}]	1086	[14,19]
40110087	骑士武器强化87	110	4	87	10110087		[{0,100}]	1087	[14,19]
40110088	骑士武器强化88	110	4	88	10110088		[{0,100}]	1088	[14,19]
40110089	骑士武器强化89	110	4	89	10110089		[{0,100}]	1089	[14,19]
40110090	骑士武器强化90	110	4	90	10110090		[{0,100}]	1090	[14,19]
40110091	骑士武器强化91	110	4	91	10110091		[{0,100}]	1091	[14,19]
40110092	骑士武器强化92	110	4	92	10110092		[{0,100}]	1092	[14,19]
40110093	骑士武器强化93	110	4	93	10110093		[{0,100}]	1093	[14,19]
40110094	骑士武器强化94	110	4	94	10110094		[{0,100}]	1094	[14,19]
40110095	骑士武器强化95	110	4	95	10110095		[{0,100}]	1095	[14,19]
40110096	骑士武器强化96	110	4	96	10110096		[{0,100}]	1096	[14,19]
40110097	骑士武器强化97	110	4	97	10110097		[{0,100}]	1097	[14,19]
40110098	骑士武器强化98	110	4	98	10110098		[{0,100}]	1098	[14,19]
40110099	骑士武器强化99	110	4	99	10110099		[{0,100}]	1099	[14,19]
40110100	骑士武器强化100	110	4	100	10110100		[{0,100}]	1100	[14,19]
40101000	骑士头盔强化0	101	4	0	10210000		[{0,100}]	1	
40101001	骑士头盔强化1	101	4	1	10210001		[{0,100}]	1001	
40101002	骑士头盔强化2	101	4	2	10210002		[{0,100}]	1002	
40101003	骑士头盔强化3	101	4	3	10210003		[{0,100}]	1003	
40101004	骑士头盔强化4	101	4	4	10210004		[{0,100}]	1004	
40101005	骑士头盔强化5	101	4	5	10210005		[{0,100}]	1005	
40101006	骑士头盔强化6	101	4	6	10210006		[{0,100}]	1006	
40101007	骑士头盔强化7	101	4	7	10210007		[{0,100}]	1007	
40101008	骑士头盔强化8	101	4	8	10210008		[{0,100}]	1008	
40101009	骑士头盔强化9	101	4	9	10210009		[{0,100}]	1009	
40101010	骑士头盔强化10	101	4	10	10210010		[{0,100}]	1010	
40101011	骑士头盔强化11	101	4	11	10210011		[{0,100}]	1011	
40101012	骑士头盔强化12	101	4	12	10210012		[{0,100}]	1012	
40101013	骑士头盔强化13	101	4	13	10210013		[{0,100}]	1013	
40101014	骑士头盔强化14	101	4	14	10210014		[{0,100}]	1014	
40101015	骑士头盔强化15	101	4	15	10210015		[{0,100}]	1015	
40101016	骑士头盔强化16	101	4	16	10210016		[{0,100}]	1016	
40101017	骑士头盔强化17	101	4	17	10210017		[{0,100}]	1017	
40101018	骑士头盔强化18	101	4	18	10210018		[{0,100}]	1018	
40101019	骑士头盔强化19	101	4	19	10210019		[{0,100}]	1019	
40101020	骑士头盔强化20	101	4	20	10210020		[{0,100}]	1020	
40101021	骑士头盔强化21	101	4	21	10210021		[{0,100}]	1021	
40101022	骑士头盔强化22	101	4	22	10210022		[{0,100}]	1022	
40101023	骑士头盔强化23	101	4	23	10210023		[{0,100}]	1023	
40101024	骑士头盔强化24	101	4	24	10210024		[{0,100}]	1024	
40101025	骑士头盔强化25	101	4	25	10210025		[{0,100}]	1025	
40101026	骑士头盔强化26	101	4	26	10210026		[{0,100}]	1026	
40101027	骑士头盔强化27	101	4	27	10210027		[{0,100}]	1027	
40101028	骑士头盔强化28	101	4	28	10210028		[{0,100}]	1028	
40101029	骑士头盔强化29	101	4	29	10210029		[{0,100}]	1029	
40101030	骑士头盔强化30	101	4	30	10210030		[{0,100}]	1030	
40101031	骑士头盔强化31	101	4	31	10210031		[{0,100}]	1031	
40101032	骑士头盔强化32	101	4	32	10210032		[{0,100}]	1032	
40101033	骑士头盔强化33	101	4	33	10210033		[{0,100}]	1033	
40101034	骑士头盔强化34	101	4	34	10210034		[{0,100}]	1034	
40101035	骑士头盔强化35	101	4	35	10210035		[{0,100}]	1035	
40101036	骑士头盔强化36	101	4	36	10210036		[{0,100}]	1036	
40101037	骑士头盔强化37	101	4	37	10210037		[{0,100}]	1037	
40101038	骑士头盔强化38	101	4	38	10210038		[{0,100}]	1038	
40101039	骑士头盔强化39	101	4	39	10210039		[{0,100}]	1039	
40101040	骑士头盔强化40	101	4	40	10210040		[{0,100}]	1040	
40101041	骑士头盔强化41	101	4	41	10210041		[{0,100}]	1041	
40101042	骑士头盔强化42	101	4	42	10210042		[{0,100}]	1042	
40101043	骑士头盔强化43	101	4	43	10210043		[{0,100}]	1043	
40101044	骑士头盔强化44	101	4	44	10210044		[{0,100}]	1044	
40101045	骑士头盔强化45	101	4	45	10210045		[{0,100}]	1045	
40101046	骑士头盔强化46	101	4	46	10210046		[{0,100}]	1046	
40101047	骑士头盔强化47	101	4	47	10210047		[{0,100}]	1047	
40101048	骑士头盔强化48	101	4	48	10210048		[{0,100}]	1048	
40101049	骑士头盔强化49	101	4	49	10210049		[{0,100}]	1049	
40101050	骑士头盔强化50	101	4	50	10210050		[{0,100}]	1050	
40101051	骑士头盔强化51	101	4	51	10210051		[{0,100}]	1051	
40101052	骑士头盔强化52	101	4	52	10210052		[{0,100}]	1052	
40101053	骑士头盔强化53	101	4	53	10210053		[{0,100}]	1053	
40101054	骑士头盔强化54	101	4	54	10210054		[{0,100}]	1054	
40101055	骑士头盔强化55	101	4	55	10210055		[{0,100}]	1055	
40101056	骑士头盔强化56	101	4	56	10210056		[{0,100}]	1056	
40101057	骑士头盔强化57	101	4	57	10210057		[{0,100}]	1057	
40101058	骑士头盔强化58	101	4	58	10210058		[{0,100}]	1058	
40101059	骑士头盔强化59	101	4	59	10210059		[{0,100}]	1059	
40101060	骑士头盔强化60	101	4	60	10210060		[{0,100}]	1060	
40101061	骑士头盔强化61	101	4	61	10210061		[{0,100}]	1061	
40101062	骑士头盔强化62	101	4	62	10210062		[{0,100}]	1062	
40101063	骑士头盔强化63	101	4	63	10210063		[{0,100}]	1063	
40101064	骑士头盔强化64	101	4	64	10210064		[{0,100}]	1064	
40101065	骑士头盔强化65	101	4	65	10210065		[{0,100}]	1065	
40101066	骑士头盔强化66	101	4	66	10210066		[{0,100}]	1066	
40101067	骑士头盔强化67	101	4	67	10210067		[{0,100}]	1067	
40101068	骑士头盔强化68	101	4	68	10210068		[{0,100}]	1068	
40101069	骑士头盔强化69	101	4	69	10210069		[{0,100}]	1069	
40101070	骑士头盔强化70	101	4	70	10210070		[{0,100}]	1070	
40101071	骑士头盔强化71	101	4	71	10210071		[{0,100}]	1071	
40101072	骑士头盔强化72	101	4	72	10210072		[{0,100}]	1072	
40101073	骑士头盔强化73	101	4	73	10210073		[{0,100}]	1073	
40101074	骑士头盔强化74	101	4	74	10210074		[{0,100}]	1074	
40101075	骑士头盔强化75	101	4	75	10210075		[{0,100}]	1075	
40101076	骑士头盔强化76	101	4	76	10210076		[{0,100}]	1076	
40101077	骑士头盔强化77	101	4	77	10210077		[{0,100}]	1077	
40101078	骑士头盔强化78	101	4	78	10210078		[{0,100}]	1078	
40101079	骑士头盔强化79	101	4	79	10210079		[{0,100}]	1079	
40101080	骑士头盔强化80	101	4	80	10210080		[{0,100}]	1080	
40101081	骑士头盔强化81	101	4	81	10210081		[{0,100}]	1081	
40101082	骑士头盔强化82	101	4	82	10210082		[{0,100}]	1082	
40101083	骑士头盔强化83	101	4	83	10210083		[{0,100}]	1083	
40101084	骑士头盔强化84	101	4	84	10210084		[{0,100}]	1084	
40101085	骑士头盔强化85	101	4	85	10210085		[{0,100}]	1085	
40101086	骑士头盔强化86	101	4	86	10210086		[{0,100}]	1086	
40101087	骑士头盔强化87	101	4	87	10210087		[{0,100}]	1087	
40101088	骑士头盔强化88	101	4	88	10210088		[{0,100}]	1088	
40101089	骑士头盔强化89	101	4	89	10210089		[{0,100}]	1089	
40101090	骑士头盔强化90	101	4	90	10210090		[{0,100}]	1090	
40101091	骑士头盔强化91	101	4	91	10210091		[{0,100}]	1091	
40101092	骑士头盔强化92	101	4	92	10210092		[{0,100}]	1092	
40101093	骑士头盔强化93	101	4	93	10210093		[{0,100}]	1093	
40101094	骑士头盔强化94	101	4	94	10210094		[{0,100}]	1094	
40101095	骑士头盔强化95	101	4	95	10210095		[{0,100}]	1095	
40101096	骑士头盔强化96	101	4	96	10210096		[{0,100}]	1096	
40101097	骑士头盔强化97	101	4	97	10210097		[{0,100}]	1097	
40101098	骑士头盔强化98	101	4	98	10210098		[{0,100}]	1098	
40101099	骑士头盔强化99	101	4	99	10210099		[{0,100}]	1099	
40101100	骑士头盔强化100	101	4	100	10210100		[{0,100}]	1100	
40102000	骑士衣服强化0	102	4	0	10310000		[{0,100}]	1	
40102001	骑士衣服强化1	102	4	1	10310001		[{0,100}]	1001	
40102002	骑士衣服强化2	102	4	2	10310002		[{0,100}]	1002	
40102003	骑士衣服强化3	102	4	3	10310003		[{0,100}]	1003	
40102004	骑士衣服强化4	102	4	4	10310004		[{0,100}]	1004	
40102005	骑士衣服强化5	102	4	5	10310005		[{0,100}]	1005	
40102006	骑士衣服强化6	102	4	6	10310006		[{0,100}]	1006	
40102007	骑士衣服强化7	102	4	7	10310007		[{0,100}]	1007	
40102008	骑士衣服强化8	102	4	8	10310008		[{0,100}]	1008	
40102009	骑士衣服强化9	102	4	9	10310009		[{0,100}]	1009	
40102010	骑士衣服强化10	102	4	10	10310010		[{0,100}]	1010	
40102011	骑士衣服强化11	102	4	11	10310011		[{0,100}]	1011	
40102012	骑士衣服强化12	102	4	12	10310012		[{0,100}]	1012	
40102013	骑士衣服强化13	102	4	13	10310013		[{0,100}]	1013	
40102014	骑士衣服强化14	102	4	14	10310014		[{0,100}]	1014	
40102015	骑士衣服强化15	102	4	15	10310015		[{0,100}]	1015	
40102016	骑士衣服强化16	102	4	16	10310016		[{0,100}]	1016	
40102017	骑士衣服强化17	102	4	17	10310017		[{0,100}]	1017	
40102018	骑士衣服强化18	102	4	18	10310018		[{0,100}]	1018	
40102019	骑士衣服强化19	102	4	19	10310019		[{0,100}]	1019	
40102020	骑士衣服强化20	102	4	20	10310020		[{0,100}]	1020	
40102021	骑士衣服强化21	102	4	21	10310021		[{0,100}]	1021	
40102022	骑士衣服强化22	102	4	22	10310022		[{0,100}]	1022	
40102023	骑士衣服强化23	102	4	23	10310023		[{0,100}]	1023	
40102024	骑士衣服强化24	102	4	24	10310024		[{0,100}]	1024	
40102025	骑士衣服强化25	102	4	25	10310025		[{0,100}]	1025	
40102026	骑士衣服强化26	102	4	26	10310026		[{0,100}]	1026	
40102027	骑士衣服强化27	102	4	27	10310027		[{0,100}]	1027	
40102028	骑士衣服强化28	102	4	28	10310028		[{0,100}]	1028	
40102029	骑士衣服强化29	102	4	29	10310029		[{0,100}]	1029	
40102030	骑士衣服强化30	102	4	30	10310030		[{0,100}]	1030	
40102031	骑士衣服强化31	102	4	31	10310031		[{0,100}]	1031	
40102032	骑士衣服强化32	102	4	32	10310032		[{0,100}]	1032	
40102033	骑士衣服强化33	102	4	33	10310033		[{0,100}]	1033	
40102034	骑士衣服强化34	102	4	34	10310034		[{0,100}]	1034	
40102035	骑士衣服强化35	102	4	35	10310035		[{0,100}]	1035	
40102036	骑士衣服强化36	102	4	36	10310036		[{0,100}]	1036	
40102037	骑士衣服强化37	102	4	37	10310037		[{0,100}]	1037	
40102038	骑士衣服强化38	102	4	38	10310038		[{0,100}]	1038	
40102039	骑士衣服强化39	102	4	39	10310039		[{0,100}]	1039	
40102040	骑士衣服强化40	102	4	40	10310040		[{0,100}]	1040	
40102041	骑士衣服强化41	102	4	41	10310041		[{0,100}]	1041	
40102042	骑士衣服强化42	102	4	42	10310042		[{0,100}]	1042	
40102043	骑士衣服强化43	102	4	43	10310043		[{0,100}]	1043	
40102044	骑士衣服强化44	102	4	44	10310044		[{0,100}]	1044	
40102045	骑士衣服强化45	102	4	45	10310045		[{0,100}]	1045	
40102046	骑士衣服强化46	102	4	46	10310046		[{0,100}]	1046	
40102047	骑士衣服强化47	102	4	47	10310047		[{0,100}]	1047	
40102048	骑士衣服强化48	102	4	48	10310048		[{0,100}]	1048	
40102049	骑士衣服强化49	102	4	49	10310049		[{0,100}]	1049	
40102050	骑士衣服强化50	102	4	50	10310050		[{0,100}]	1050	
40102051	骑士衣服强化51	102	4	51	10310051		[{0,100}]	1051	
40102052	骑士衣服强化52	102	4	52	10310052		[{0,100}]	1052	
40102053	骑士衣服强化53	102	4	53	10310053		[{0,100}]	1053	
40102054	骑士衣服强化54	102	4	54	10310054		[{0,100}]	1054	
40102055	骑士衣服强化55	102	4	55	10310055		[{0,100}]	1055	
40102056	骑士衣服强化56	102	4	56	10310056		[{0,100}]	1056	
40102057	骑士衣服强化57	102	4	57	10310057		[{0,100}]	1057	
40102058	骑士衣服强化58	102	4	58	10310058		[{0,100}]	1058	
40102059	骑士衣服强化59	102	4	59	10310059		[{0,100}]	1059	
40102060	骑士衣服强化60	102	4	60	10310060		[{0,100}]	1060	
40102061	骑士衣服强化61	102	4	61	10310061		[{0,100}]	1061	
40102062	骑士衣服强化62	102	4	62	10310062		[{0,100}]	1062	
40102063	骑士衣服强化63	102	4	63	10310063		[{0,100}]	1063	
40102064	骑士衣服强化64	102	4	64	10310064		[{0,100}]	1064	
40102065	骑士衣服强化65	102	4	65	10310065		[{0,100}]	1065	
40102066	骑士衣服强化66	102	4	66	10310066		[{0,100}]	1066	
40102067	骑士衣服强化67	102	4	67	10310067		[{0,100}]	1067	
40102068	骑士衣服强化68	102	4	68	10310068		[{0,100}]	1068	
40102069	骑士衣服强化69	102	4	69	10310069		[{0,100}]	1069	
40102070	骑士衣服强化70	102	4	70	10310070		[{0,100}]	1070	
40102071	骑士衣服强化71	102	4	71	10310071		[{0,100}]	1071	
40102072	骑士衣服强化72	102	4	72	10310072		[{0,100}]	1072	
40102073	骑士衣服强化73	102	4	73	10310073		[{0,100}]	1073	
40102074	骑士衣服强化74	102	4	74	10310074		[{0,100}]	1074	
40102075	骑士衣服强化75	102	4	75	10310075		[{0,100}]	1075	
40102076	骑士衣服强化76	102	4	76	10310076		[{0,100}]	1076	
40102077	骑士衣服强化77	102	4	77	10310077		[{0,100}]	1077	
40102078	骑士衣服强化78	102	4	78	10310078		[{0,100}]	1078	
40102079	骑士衣服强化79	102	4	79	10310079		[{0,100}]	1079	
40102080	骑士衣服强化80	102	4	80	10310080		[{0,100}]	1080	
40102081	骑士衣服强化81	102	4	81	10310081		[{0,100}]	1081	
40102082	骑士衣服强化82	102	4	82	10310082		[{0,100}]	1082	
40102083	骑士衣服强化83	102	4	83	10310083		[{0,100}]	1083	
40102084	骑士衣服强化84	102	4	84	10310084		[{0,100}]	1084	
40102085	骑士衣服强化85	102	4	85	10310085		[{0,100}]	1085	
40102086	骑士衣服强化86	102	4	86	10310086		[{0,100}]	1086	
40102087	骑士衣服强化87	102	4	87	10310087		[{0,100}]	1087	
40102088	骑士衣服强化88	102	4	88	10310088		[{0,100}]	1088	
40102089	骑士衣服强化89	102	4	89	10310089		[{0,100}]	1089	
40102090	骑士衣服强化90	102	4	90	10310090		[{0,100}]	1090	
40102091	骑士衣服强化91	102	4	91	10310091		[{0,100}]	1091	
40102092	骑士衣服强化92	102	4	92	10310092		[{0,100}]	1092	
40102093	骑士衣服强化93	102	4	93	10310093		[{0,100}]	1093	
40102094	骑士衣服强化94	102	4	94	10310094		[{0,100}]	1094	
40102095	骑士衣服强化95	102	4	95	10310095		[{0,100}]	1095	
40102096	骑士衣服强化96	102	4	96	10310096		[{0,100}]	1096	
40102097	骑士衣服强化97	102	4	97	10310097		[{0,100}]	1097	
40102098	骑士衣服强化98	102	4	98	10310098		[{0,100}]	1098	
40102099	骑士衣服强化99	102	4	99	10310099		[{0,100}]	1099	
40102100	骑士衣服强化100	102	4	100	10310100		[{0,100}]	1100	
40103000	骑士腰带强化0	103	4	0	10410000		[{0,100}]	1	
40103001	骑士腰带强化1	103	4	1	10410001		[{0,100}]	1201	
40103002	骑士腰带强化2	103	4	2	10410002		[{0,100}]	1202	
40103003	骑士腰带强化3	103	4	3	10410003		[{0,100}]	1203	
40103004	骑士腰带强化4	103	4	4	10410004		[{0,100}]	1204	
40103005	骑士腰带强化5	103	4	5	10410005		[{0,100}]	1205	
40103006	骑士腰带强化6	103	4	6	10410006		[{0,100}]	1206	
40103007	骑士腰带强化7	103	4	7	10410007		[{0,100}]	1207	
40103008	骑士腰带强化8	103	4	8	10410008		[{0,100}]	1208	
40103009	骑士腰带强化9	103	4	9	10410009		[{0,100}]	1209	
40103010	骑士腰带强化10	103	4	10	10410010		[{0,100}]	1210	
40103011	骑士腰带强化11	103	4	11	10410011		[{0,100}]	1211	
40103012	骑士腰带强化12	103	4	12	10410012		[{0,100}]	1212	
40103013	骑士腰带强化13	103	4	13	10410013		[{0,100}]	1213	
40103014	骑士腰带强化14	103	4	14	10410014		[{0,100}]	1214	
40103015	骑士腰带强化15	103	4	15	10410015		[{0,100}]	1215	
40103016	骑士腰带强化16	103	4	16	10410016		[{0,100}]	1216	
40103017	骑士腰带强化17	103	4	17	10410017		[{0,100}]	1217	
40103018	骑士腰带强化18	103	4	18	10410018		[{0,100}]	1218	
40103019	骑士腰带强化19	103	4	19	10410019		[{0,100}]	1219	
40103020	骑士腰带强化20	103	4	20	10410020		[{0,100}]	1220	
40103021	骑士腰带强化21	103	4	21	10410021		[{0,100}]	1221	
40103022	骑士腰带强化22	103	4	22	10410022		[{0,100}]	1222	
40103023	骑士腰带强化23	103	4	23	10410023		[{0,100}]	1223	
40103024	骑士腰带强化24	103	4	24	10410024		[{0,100}]	1224	
40103025	骑士腰带强化25	103	4	25	10410025		[{0,100}]	1225	
40103026	骑士腰带强化26	103	4	26	10410026		[{0,100}]	1226	
40103027	骑士腰带强化27	103	4	27	10410027		[{0,100}]	1227	
40103028	骑士腰带强化28	103	4	28	10410028		[{0,100}]	1228	
40103029	骑士腰带强化29	103	4	29	10410029		[{0,100}]	1229	
40103030	骑士腰带强化30	103	4	30	10410030		[{0,100}]	1230	
40103031	骑士腰带强化31	103	4	31	10410031		[{0,100}]	1231	
40103032	骑士腰带强化32	103	4	32	10410032		[{0,100}]	1232	
40103033	骑士腰带强化33	103	4	33	10410033		[{0,100}]	1233	
40103034	骑士腰带强化34	103	4	34	10410034		[{0,100}]	1234	
40103035	骑士腰带强化35	103	4	35	10410035		[{0,100}]	1235	
40103036	骑士腰带强化36	103	4	36	10410036		[{0,100}]	1236	
40103037	骑士腰带强化37	103	4	37	10410037		[{0,100}]	1237	
40103038	骑士腰带强化38	103	4	38	10410038		[{0,100}]	1238	
40103039	骑士腰带强化39	103	4	39	10410039		[{0,100}]	1239	
40103040	骑士腰带强化40	103	4	40	10410040		[{0,100}]	1240	
40103041	骑士腰带强化41	103	4	41	10410041		[{0,100}]	1241	
40103042	骑士腰带强化42	103	4	42	10410042		[{0,100}]	1242	
40103043	骑士腰带强化43	103	4	43	10410043		[{0,100}]	1243	
40103044	骑士腰带强化44	103	4	44	10410044		[{0,100}]	1244	
40103045	骑士腰带强化45	103	4	45	10410045		[{0,100}]	1245	
40103046	骑士腰带强化46	103	4	46	10410046		[{0,100}]	1246	
40103047	骑士腰带强化47	103	4	47	10410047		[{0,100}]	1247	
40103048	骑士腰带强化48	103	4	48	10410048		[{0,100}]	1248	
40103049	骑士腰带强化49	103	4	49	10410049		[{0,100}]	1249	
40103050	骑士腰带强化50	103	4	50	10410050		[{0,100}]	1250	
40103051	骑士腰带强化51	103	4	51	10410051		[{0,100}]	1251	
40103052	骑士腰带强化52	103	4	52	10410052		[{0,100}]	1252	
40103053	骑士腰带强化53	103	4	53	10410053		[{0,100}]	1253	
40103054	骑士腰带强化54	103	4	54	10410054		[{0,100}]	1254	
40103055	骑士腰带强化55	103	4	55	10410055		[{0,100}]	1255	
40103056	骑士腰带强化56	103	4	56	10410056		[{0,100}]	1256	
40103057	骑士腰带强化57	103	4	57	10410057		[{0,100}]	1257	
40103058	骑士腰带强化58	103	4	58	10410058		[{0,100}]	1258	
40103059	骑士腰带强化59	103	4	59	10410059		[{0,100}]	1259	
40103060	骑士腰带强化60	103	4	60	10410060		[{0,100}]	1260	
40103061	骑士腰带强化61	103	4	61	10410061		[{0,100}]	1261	
40103062	骑士腰带强化62	103	4	62	10410062		[{0,100}]	1262	
40103063	骑士腰带强化63	103	4	63	10410063		[{0,100}]	1263	
40103064	骑士腰带强化64	103	4	64	10410064		[{0,100}]	1264	
40103065	骑士腰带强化65	103	4	65	10410065		[{0,100}]	1265	
40103066	骑士腰带强化66	103	4	66	10410066		[{0,100}]	1266	
40103067	骑士腰带强化67	103	4	67	10410067		[{0,100}]	1267	
40103068	骑士腰带强化68	103	4	68	10410068		[{0,100}]	1268	
40103069	骑士腰带强化69	103	4	69	10410069		[{0,100}]	1269	
40103070	骑士腰带强化70	103	4	70	10410070		[{0,100}]	1270	
40103071	骑士腰带强化71	103	4	71	10410071		[{0,100}]	1271	
40103072	骑士腰带强化72	103	4	72	10410072		[{0,100}]	1272	
40103073	骑士腰带强化73	103	4	73	10410073		[{0,100}]	1273	
40103074	骑士腰带强化74	103	4	74	10410074		[{0,100}]	1274	
40103075	骑士腰带强化75	103	4	75	10410075		[{0,100}]	1275	
40103076	骑士腰带强化76	103	4	76	10410076		[{0,100}]	1276	
40103077	骑士腰带强化77	103	4	77	10410077		[{0,100}]	1277	
40103078	骑士腰带强化78	103	4	78	10410078		[{0,100}]	1278	
40103079	骑士腰带强化79	103	4	79	10410079		[{0,100}]	1279	
40103080	骑士腰带强化80	103	4	80	10410080		[{0,100}]	1280	
40103081	骑士腰带强化81	103	4	81	10410081		[{0,100}]	1281	
40103082	骑士腰带强化82	103	4	82	10410082		[{0,100}]	1282	
40103083	骑士腰带强化83	103	4	83	10410083		[{0,100}]	1283	
40103084	骑士腰带强化84	103	4	84	10410084		[{0,100}]	1284	
40103085	骑士腰带强化85	103	4	85	10410085		[{0,100}]	1285	
40103086	骑士腰带强化86	103	4	86	10410086		[{0,100}]	1286	
40103087	骑士腰带强化87	103	4	87	10410087		[{0,100}]	1287	
40103088	骑士腰带强化88	103	4	88	10410088		[{0,100}]	1288	
40103089	骑士腰带强化89	103	4	89	10410089		[{0,100}]	1289	
40103090	骑士腰带强化90	103	4	90	10410090		[{0,100}]	1290	
